name,address,city,province,postalCode,latitude,longitude,categories,twitter,websites
Sweetwater Brewing Co,195 Ottley Dr NE,Atlanta,GA,30324,33.8081,-84.3812,"Brewers,Wineries",,
Taco Mac,2003 Riverside Pkwy,Lawrenceville,GA,30043,33.969422,-84.03648878,"American Restaurant,Brewery,American Restaurant and Brewery",,
Tavern on 74,288 Hwy 74 N,Peachtree City,GA,30269,33.408,-84.6007,Brewers,,
Terrapin Taproom And Fox Bros. Bar-B-Q,755 Battery Ave SE,Atlanta,GA,30339,33.8904,-84.46871,"Restaurant,Brewery,Bar",,
The Irish Bred Pub,716 Highway 155 S,Mcdonough,GA,30253,33.413787,-84.158226,"Bars,Bars & Clubs,Bars & Pubs,Restaurants,Brewers,Sports Bars,Wineries,Bar & Grills,Taverns",,
The Village Corner German Restaurant & Tavern,6655 James B Rivers Dr,Stone Mountain,GA,30083,33.8115,-84.17077,"German Restaurant,Brewery",,
Three Taverns Brewery,6000 N Terminal Pkwy,Atlanta,GA,30320,33.64086,-84.44438,"Restaurant,Pubs,Brewery",,
Three Taverns Brewery Tasting Room,121 New St,Decatur,GA,30030,33.772587,-84.28519,"Breweries,Food & Drink",,
Tisha's Place Bar & Grill,885 Gatehouse Dr,Decatur,GA,30032,33.7696,-84.2477,Brewers,,
United Beverage Group LLC,1230 Peachtree St NE 1900,Atlanta,GA,30309,33.7877,-84.385,"Beverage Manufacturers,Breweries",,
Watertower Brewing Co,775 Cobb Place Blvd NW,Kennesaw,GA,30144,34.0063,-84.5691,Brewers,,
Wild Heaven Craft Beers,42 Clarendon Ave,Avondale Estates,GA,30002,33.7714,-84.2671,Brewers,,
World of Beer,238 Pooler Pkwy G,Pooler,GA,31322,32.140777,-81.248524,"Pubs,Bars & Pubs,Sports Bars,Breweries,Bar & Grill Restaurants",,
World of Beer,855 W Peachtree St N E,Atlanta,GA,30308,33.777754,-84.38711,"Bars & Pubs,Pubs,Breweries",,
